"ID","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","FLAG_WORK_PHONE","FLAG_PHONE","FLAG_EMAIL","CNT_FAM_MEMBERS","AGE","AMT_INCOME_TOTAL_LOG","INCOME_PER_FAMILY_MEMBER_LOG","EMPLOYMENT_RATIO","CREDIT_MATURITY","INCOME_PER_AGE_LOG","target_class","CODE_GENDER_M","NAME_INCOME_TYPE_Commercial.associate","NAME_INCOME_TYPE_State.servant","NAME_INCOME_TYPE_Working","NAME_EDUCATION_TYPE_Higher.education","NAME_EDUCATION_TYPE_Secondary...secondary.special","NAME_FAMILY_STATUS_Civil.marriage","NAME_FAMILY_STATUS_Married","NAME_FAMILY_STATUS_Separated","NAME_FAMILY_STATUS_Single...not.married","NAME_HOUSING_TYPE_House...apartment","OCCUPATION_TYPE_Core.staff","OCCUPATION_TYPE_Drivers","OCCUPATION_TYPE_Laborers","OCCUPATION_TYPE_Managers","OCCUPATION_TYPE_Retired","OCCUPATION_TYPE_Sales.staff","OCCUPATION_TYPE_Unknown"
"5976245",0,0,0,0,0,0,0,0.82740514905149,0.246607044439218,0.459679628550482,0,0.836147290561183,0.216550026832776,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"5730372",0,0,0,0,1,0,0.125,0.712003161698284,0.30639406739053,0.389925908840994,0,0.726590555823551,0.285309635133602,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5499776",0,1,0,0,0,0,0.125,0.812048328816621,0.29106182506756,0.376267592242842,0.203930693725719,0.653642064640617,0.25734184759581,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5771832",1,1,0,1,1,1,0.125,0.368394308943089,0.429151476150035,0.499281315633438,0.366941073722825,0.206785656858016,0.454563837958455,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"6229719",0,1,0,0,0,0,0.125,0.586551490514905,0.327384092147663,0.40862432298776,0.108380185802416,0.534544674920941,0.323858322172476,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5100027",1,0,0,0,0,0,0.125,0.667795844625113,0.384696474166644,0.459679628550482,0.850652316688909,0.0659805970949241,0.360289024669038,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"6690598",0,1,0,0,0,0,0,0.724762872628726,0.384696474166644,0.58269394350681,0.432999882434202,0.407353808222115,0.351467268085176,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"6367987",0,1,0,0,0,0,0.125,0.673441734417344,0.246607044439218,0.336666299533753,0.122592765298336,0.600364474459988,0.239312371816135,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"5580943",0,1,0.142857142857143,0,0,0,0.125,0.146567299006323,0.384696474166644,0.459679628550482,0.0433384297588867,0.173339765235568,0.472908764362854,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"6525033",1,1,0,0,0,0,0.125,0.137759710930443,0.327384092147663,0.40862432298776,0.205901555793358,0.104464812134856,0.425759188958096,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"5522403",1,0,0,1,0,0,0,0.146397922312556,0.46547389080058,0.654652952902241,0.0512590591918158,0.170177413303318,0.543224866063819,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"6060252",1,0,0.285714285714286,1,0,0,0.375,0.0604110207768744,0.408161385806057,0.357569236521577,0.0726890695166026,0.0845795143913812,0.521751020070845,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5975534",0,1,0,0,0,0,0,0.888775971093044,0.522786457283075,0.705708751439099,0,0.894409604974004,0.44842483068463,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"6730171",1,1,0.285714285714286,1,0,1,0.375,0.23780487804878,0.246607044439218,0.213654942346928,0.392267883982642,0.103607225170177,0.327051638644833,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"5026711",1,0,0.285714285714286,0,0,0,0.375,0.263098464317976,0.448139331023075,0.393182342772354,0.0228509772665523,0.289971592431795,0.49582749824137,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"6331735",0,0,0,0,0,0,0,0.503500451671183,0.29106182506756,0.499281315633438,0.0938877176195508,0.47065444605242,0.307146887552127,7,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"6643106",0,0,0.285714285714286,0,1,0,0.375,0.407576784101174,0.30639406739053,0.266913529232053,0.356402598617661,0.240231548480463,0.339419924430691,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"5709958",0,0,0,1,1,0,0,0.504121499548329,0.429151476150035,0.622295827779658,0.0357262689787862,0.507155491236533,0.427129337079367,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"5451774",0,0,0.142857142857143,1,0,0,0.125,0.377088979223126,0.384696474166644,0.459679628550482,0.0890298973529553,0.36115131050008,0.414003208524116,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"6109182",0,0,0.142857142857143,0,0,0,0.25,0.44043586269196,0.429151476150035,0.427322766347413,0,0.468778474567186,0.439463432875618,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"5742731",0,1,0,0,1,1,0.125,0.435354561878952,0.54625143041044,0.603597209140761,0.161661983256538,0.371442354076218,0.542344744868232,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"6077497",1,0,0,0,0,0,0.125,0.168360433604336,0.448139331023075,0.516196209572281,0.158261588197147,0.148094548962856,0.52158544058612,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"5829734",1,1,0,0,0,0,0,0.167795844625113,0.421018851924466,0.615051035764219,0.156915846551651,0.148148148148148,0.498160123401567,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"5036275",0,1,0,0,0,0,0.125,0.746612466124661,0.384696474166644,0.459679628550482,0.111416807102981,0.672562577048829,0.348199441172598,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5241706",1,1,0.285714285714286,0,0,0,0.375,0.242660343270099,0.327384092147663,0.285611651254969,0.259805191972556,0.16572868092405,0.396035610695393,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"6230961",1,1,0,0,0,0,0.125,0.343100722673893,0.448139331023075,0.516196209572281,0.0769241774196861,0.3370852763038,0.476710078862408,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"6704305",1,0,0.142857142857143,0,0,0,0.25,0.539238934056007,0.384696474166644,0.387721276452377,0.251231757582073,0.40140429865466,0.382020608004651,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5690159",1,1,0,0,0,0,0.125,0.65430216802168,0.29106182506756,0.376267592242842,0.124845759423091,0.582140751460578,0.281017353179056,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"6492580",1,1,0.142857142857143,0,1,0,0.25,0.145494579945799,0.374477752424887,0.378618228334284,0.329541181102382,0.0638902288685211,0.464347017767239,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"5148936",0,1,0,0,0,0,0.125,0.4721657633243,0.29106182506756,0.376267592242842,0.296733564758853,0.321809508495471,0.313108750795173,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5883061",1,1,0.142857142857143,0,0,0,0.25,0.534101174345077,0.384696474166644,0.387721276452377,0.578407129708557,0.188615533043898,0.382948418527115,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"6586497",0,0,0,0,1,0,0,0.912883920505872,0.54625143041044,0.72661207184841,0,0.917296457093852,0.465678836957404,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"5091321",0,0,0.142857142857143,0,0,0,0.25,0.367716802168022,0.313639262993067,0.324422170397961,0.565016359297624,0.101892051240821,0.354243925246094,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5452319",1,1,0,0,0,0,0.125,0.494015356820235,0.481420144950433,0.545843672821346,0.0943330091833387,0.461971378035054,0.474492839804985,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"6499349",1,1,0.142857142857143,0,0,0,0.25,0.339261517615176,0.496184074170315,0.487037017480649,0.326649863093386,0.206732057672723,0.519372469839295,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"6745042",1,1,0.142857142857143,0,0,0,0.25,0.462059620596206,0.358094170109738,0.364023406768569,0.0138979260397632,0.481106287184435,0.373373185515714,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"5707217",1,1,0.142857142857143,0,0,1,0.25,0.208389792231256,0.30639406739053,0.317968031450055,0.159558507904506,0.181326043844134,0.386940552870568,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"6074484",1,1,0,0,0,1,0,0.177111562782294,0.448139331023075,0.639210793424079,0.191323842618541,0.142252237765986,0.519038987766199,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"5976410",0,1,0,0,0,0,0.125,0.871612466124661,0.481420144950433,0.545843672821346,0.339168229060476,0.585356702578121,0.414727245026451,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5730642",1,0,0,1,1,0,0,0.500621047877145,0.384696474166644,0.58269394350681,0.540971928837376,0.192796269496704,0.389119320907931,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"6528143",1,1,0,0,0,0,0.125,0.7295054200542,0.29106182506756,0.376267592242842,0.542823849675971,0.326097443318862,0.269326052368739,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"5741609",0,1,0,0,0,0,0.125,0.93360433604336,0.28292923773455,0.369022898821592,0,0.936967358096157,0.234007864456423,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5923554",0,1,0,0,0,0,0.125,0.531955736224029,0.327384092147663,0.40862432298776,0.171319115284115,0.44658841185614,0.333492413842596,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5113929",0,0,0,1,1,1,0,0.46606820234869,0.408161385806057,0.603597209140761,0.394711578223211,0.259152060888674,0.41613619591801,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"5632610",0,0,0,1,1,0,0.125,0.481537940379404,0.208282698400949,0.302526210575825,0.354363224849233,0.294098729699309,0.239323455464506,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"5018498",1,1,0,1,1,0,0.125,0.647075429087624,0.246607044439218,0.336666299533753,0.0752781965650407,0.611245109074342,0.243529284697808,6,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5399175",1,0,0.142857142857143,0,0,0,0.25,0.346939927732611,0.327384092147663,0.336666299533753,0.678213709940714,0.0318915152489681,0.370812654478425,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"5832007",0,1,0,0,0,0,0.125,0.924457994579946,0.358094170109738,0.435981618018831,0,0.928284290078791,0.300537791997354,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5981253",0,0,0,0,0,0,0.125,0.398317524841915,0.448139331023075,0.516196209572281,0.131364902828137,0.35686337567669,0.464647134003011,7,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"6602618",0,1,0,0,0,0,0,0.840164859981933,0.30639406739053,0.512939749083612,0,0.848260706437262,0.266773567149241,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"5552348",1,0,0,0,0,0,0,0.689080849141825,0.444483784059827,0.635954319656592,0.403521424026821,0.405638634292759,0.408939424383596,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"6272236",0,1,0,0,1,0,0,0.348690153568202,0.327384092147663,0.531638309295729,0.528942211081349,0.109556734737632,0.370419138441379,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"5500166",0,0,0,0,1,0,0,0.424457994579946,0.313639262993067,0.519393992362985,0.206526243363455,0.336924478747923,0.342234068030615,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"5918672",0,0,0.142857142857143,1,0,0,0.25,0.263888888888889,0.246607044439218,0.264708933358816,0.281153176950208,0.172428579085598,0.320342559612336,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"6331840",0,1,0,1,1,0,0.125,0.506210478771454,0.189295031343679,0.285611651254969,0.209463136207143,0.401457897839953,0.218153008897756,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
"5045286",0,1,0,0,0,0,0,0.572154471544715,0.189295031343679,0.40862432298776,0.748069321190998,0.0974969180468456,0.206276016964135,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"6542464",0,1,0,0,0,0,0.125,0.55126467931346,0.358094170109738,0.435981618018831,0.172214028361407,0.462132175590931,0.356731583952592,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"5625876",0,0,0,0,0,0,0.125,0.83570460704607,0.384696474166644,0.459679628550482,0,0.844026370799164,0.335478515105488,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5539122",1,0,0,0,0,0,0,0.787262872628726,0.358094170109738,0.558995792125638,0.0245770333646049,0.778206571260117,0.319144103741354,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"5178102",0,1,0.142857142857143,0,0,0,0.25,0.174006323396567,0.327384092147663,0.336666299533753,0.0358241803617626,0.201586535884654,0.414902423278026,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"5290586",0,0,0,0,0,0,0.125,0.806684733514002,0.358094170109738,0.435981618018831,0,0.816476389558879,0.316385509801092,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"6643497",0,1,0,0,1,0,0.125,0.863651761517615,0.28292923773455,0.369022898821592,0,0.870557967518894,0.243179246495849,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"6674443",1,1,0.285714285714286,1,1,0,0.375,0.172820686540199,0.408161385806057,0.357569236521577,0.42156957942041,0.0472744814278822,0.485508040006365,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"5136001",1,1,0,0,0,0,0.125,0.833559168925022,0.327384092147663,0.40862432298776,0,0.841989601758053,0.285933895396162,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"6297486",0,1,0,0,0,1,0,0.162771002710027,0.327384092147663,0.531638309295729,0.12271162567531,0.157260009647853,0.418195505203507,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"5197075",0,1,0,0,0,1,0,0.0875677506775067,0.225617101665063,0.440981141371326,0.0987437938522309,0.100176877311465,0.353500324985978,7,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"6372129",0,1,0,0,0,0,0.125,0.624548328816621,0.421018851924466,0.492036556483028,0.0207975733375004,0.629040038591413,0.398890682100486,7,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"5889072",0,1,0.142857142857143,1,1,0,0.125,0.275406504065041,0.246607044439218,0.336666299533753,0.0985417119283579,0.266227153347269,0.317460863874417,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"5065321",1,1,0,0,0,0,0,0.334575429087624,0.429151476150035,0.622295827779658,0.227851591492858,0.25320255132122,0.462133577575019,7,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"6229253",1,1,0,0,0,0,0.125,0.568032971996386,0.46547389080058,0.531638309295729,0.387028542722747,0.334190920298011,0.447168788072044,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"5424406",0,1,0,1,0,0,0,0.659835140018067,0.189295031343679,0.40862432298776,0.0315530690592999,0.654285254864126,0.191649626401248,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"5784971",0,1,0.142857142857143,0,0,0,0.25,0.120144534778681,0.557022813252022,0.541233742591511,0.226793105663304,0.082596344535563,0.631045752543841,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"6591244",1,1,0,0,0,0,0.125,0.590898825654923,0.327384092147663,0.40862432298776,0.238508093771901,0.450393954011899,0.323113730888776,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"6425506",0,1,0,0,0,0,0.125,0.438572719060524,0.408161385806057,0.480582784634574,0.0933128712037498,0.413410516160154,0.421580789736247,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"5185736",0,0,0,0,1,0,0.125,0.147244805781391,0.29106182506756,0.376267592242842,0.0850228492622792,0.158117596612531,0.391259727909215,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"5998530",0,1,0,0,1,0,0,0.52930216802168,0.408161385806057,0.603597209140761,0.0105526156009518,0.54644369405585,0.404228258450153,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"5010902",0,1,0.142857142857143,0,0,0,0.25,0.173159439927733,0.522786457283075,0.510735098436851,0.185983999843007,0.141126654874846,0.585118240205846,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"6273245",0,1,0.142857142857143,0,0,1,0.25,0.133807588075881,0.429151476150035,0.427322766347413,0.262670034665103,0.0801843811974058,0.515505313714703,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5029142",0,1,0,0,0,0,0,0.714882565492321,0.412540057870749,0.607497865009351,0.0370914148120041,0.701184541994961,0.377181445348367,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"5068169",1,1,0.142857142857143,0,0,1,0.25,0.199525745257453,0.493317522625654,0.484483421450994,0.39947610941946,0.0742884708152435,0.551981557766469,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"6276976",0,1,0,0,1,0,0,0.881266937669377,0.225617101665063,0.440981141371326,0.526250440545026,0.429651069303746,0.190997604997805,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"5979097",0,1,0,1,1,0,0.125,0.537093495934959,0.358094170109738,0.435981618018831,0.81726049202016,0.0374122313340836,0.359270777107188,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5041691",0,1,0.142857142857143,0,0,0,0.25,0.373193315266486,0.327384092147663,0.336666299533753,0.163178803684252,0.318325561451466,0.365001770570337,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"6189443",0,1,0.142857142857143,0,0,0,0.25,0.508751129177958,0.384696474166644,0.387721276452377,0.353847819751149,0.313823229886906,0.387600489478447,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"6132752",0,1,0.285714285714286,1,1,0,0.375,0.319670280036134,0.160786572972437,0.137206609658984,0.419600202935438,0.146379375033499,0.232187897020622,7,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5296715",1,1,0,1,1,0,0,0.0955849141824751,0.305217409704916,0.511891546194951,0.0217070819683931,0.133890764860374,0.420031920670147,7,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"6223458",1,1,0.142857142857143,0,0,0,0.125,0.227247064137308,0.29106182506756,0.376267592242842,0.123276311666471,0.21294956316664,0.368504981669523,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"5580946",0,1,0.142857142857143,0,0,0,0.125,0.50756549232159,0.374477752424887,0.450576528541013,0.0790498298136649,0.4834646513373,0.37893351889169,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"6782636",1,0,0,0,0,0,0.125,0.194444444444444,0.358094170109738,0.435981618018831,0.222152076829806,0.143806614139465,0.435779149199532,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"5738521",0,1,0,0,0,1,0.125,0.262420957542909,0.46547389080058,0.531638309295729,0.64878829418394,0.00332314948812777,0.511077234597706,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5998873",1,0,0.142857142857143,0,1,0,0.25,0.404415085817525,0.358094170109738,0.364023406768569,0.0708339266292411,0.395508388272498,0.385045102836074,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"5197433",0,0,0.142857142857143,0,1,0,0.25,0.42406278229449,0.246607044439218,0.264708933358816,0.282267192766132,0.293830733772847,0.284021623381992,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"6542272",1,1,0,0,1,0,0.125,0.410569105691057,0.399104302280505,0.472514496578851,0.741302216800679,0.0284611673902556,0.419429952280596,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"5998688",0,0,0.285714285714286,0,0,0,0.25,0.11963640469738,0.429151476150035,0.427322766347413,0.171884095764832,0.102052848796698,0.519974359731211,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"5117415",1,0,0,0,0,0,0.125,0.492660343270099,0.29106182506756,0.376267592242842,0.313182044756933,0.327169427024709,0.309186233008612,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"6234425",0,0,0.285714285714286,1,1,0,0.375,0.255420054200542,0.256327039084719,0.222313531109375,0.398553006129919,0.11287988422576,0.330945547913121,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"6731031",1,0,0,1,1,0,0.125,0.655995934959349,0.358094170109738,0.435981618018831,0.0157209186951347,0.662110735916814,0.339038005362143,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5024991",0,1,0,0,0,0,0,0.604166666666667,0.522786457283075,0.705708751439099,0.876745545885363,0.0237980382698182,0.490813871957544,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"5836768",0,0,0.285714285714286,1,0,0,0.375,0.239837398373984,0.358094170109738,0.312968570696112,0.209966815871105,0.185560379482232,0.423483012544744,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"5924217",0,1,0,0,0,0,0.125,0.523373983739837,0.327384092147663,0.40862432298776,0.0959083765948973,0.487002197566597,0.33505672329184,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"5994910",0,1,0,1,0,0,0,0.31103206865402,0.46547389080058,0.654652952902241,0.184120387296613,0.255828911400547,0.499200244516583,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"6525224",1,1,0.428571428571429,1,1,0,0.5,0.24633017163505,0.429151476150035,0.336666299533753,0.0738744349234476,0.251540976577156,0.483600065533494,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"6538910",0,1,0,0,0,0,0.125,0.523656278229449,0.358094170109738,0.435981618018831,0.0981727328921908,0.485823015490164,0.361713333473132,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"5566367",1,1,0,0,1,0,0,0.586438572719061,0.358094170109738,0.558995792125638,0.0136187254077204,0.598220507048293,0.350585440019565,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"5116870",1,1,0,1,0,0,0.125,0.618112014453478,0.429151476150035,0.499281315633438,0.192968623713894,0.503510746636651,0.407032246291162,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"5578173",0,1,0,0,1,0,0,0.342366757000903,0.327384092147663,0.531638309295729,0.098847316599589,0.325239856354183,0.37184511345388,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"5416370",0,1,0,0,0,0,0,0.60083559168925,0.448139331023075,0.639210793424079,0.455582114030911,0.310071286916439,0.426447527743979,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"6089503",0,1,0,0,0,0,0.125,0.883581752484191,0.327384092147663,0.40862432298776,0,0.889478479927105,0.279170305976514,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5099794",1,1,0.285714285714286,1,1,0,0.375,0.376411472448058,0.327384092147663,0.285611651254969,0.220752011494954,0.290346786728842,0.36430269646044,3,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5408385",1,0,0,0,0,0,0,0.0907294489611563,0.327384092147663,0.531638309295729,0.156673059634077,0.0831323363884869,0.440943037709028,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"5010117",0,1,0.142857142857143,1,1,0,0.25,0.446476964769648,0.189295031343679,0.213654942346928,0.175127587027338,0.372996730449697,0.22966355443689,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"5822580",1,1,0.285714285714286,1,0,0,0.375,0.415198735320687,0.421018851924466,0.369022898821592,0.0253217046184923,0.430669453824302,0.437531092477934,7,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5135932",0,0,0,0,1,0,0,0.750112917795845,0.214230002399209,0.430837162804005,0,0.76277000589591,0.199455419748987,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"6053654",0,1,0,0,0,0,0,0.654132791327913,0.246607044439218,0.459679628550482,0.0773225036482313,0.616122634935949,0.242390455109306,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"6652474",1,1,0.428571428571429,1,1,0,0.5,0.427845528455285,0.46547389080058,0.369022898821592,0.269862235569737,0.303746583051938,0.473603195411522,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"6469960",0,0,0,0,0,0,0,0.193258807588076,0.358094170109738,0.558995792125638,0.233147570430047,0.138339497239642,0.43611230887178,3,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"6742858",0,1,0,0,0,0,0.125,0.115119692863595,0.358094170109738,0.435981618018831,0.138362989581748,0.110307123331725,0.459614626463058,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"5933882",1,1,0.142857142857143,0,0,0,0.25,0.673554652213189,0.429151476150035,0.427322766347413,0.0404690411827332,0.660502760358042,0.398040548317885,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"6022744",0,1,0.285714285714286,0,0,0,0.375,0.327969738030714,0.327384092147663,0.285611651254969,0.287025964057527,0.218309481695878,0.375136220759592,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5296513",0,1,0.142857142857143,0,0,0,0.25,0.301208220415537,0.214230002399209,0.235867163553441,0.154201797185148,0.262153615265048,0.283019080248012,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5703217",0,1,0.285714285714286,1,1,0,0.375,0.230916892502258,0.29887540674763,0.260215843410185,0.40537652191257,0.0931553840381626,0.374325269822994,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5116927",0,1,0,0,0,0,0.125,0.524107949412827,0.429151476150035,0.499281315633438,0.0236826364650379,0.533258294473924,0.423432823629781,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"6108762",0,1,0,0,0,0,0,0.53833559168925,0.358094170109738,0.558995792125638,0.0600445414553647,0.523235246824248,0.359046724025453,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"5883023",1,1,0.285714285714286,0,0,0,0.375,0.313798554652213,0.327384092147663,0.285611651254969,0.117084595133009,0.291043576137643,0.378437940126587,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
