"CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","NAME_INCOME_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_EMPLOYED","FLAG_WORK_PHONE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","TARGET","EMPLOYMENT_STATUS_FLAG","EDUCATION_LEVEL","AGE"
"M",1,1,2,202500,"Working","Married","House / apartment",1664,0,0,1,"Unknown",4,"1","Working",2,34.8008213552361
"M",1,1,0,162000,"Working","Civil marriage","House / apartment",5946,0,1,0,"Laborers",2,"1","Working",2,58.5954825462012
"M",1,1,0,180000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,65.3634496919918
"F",0,0,0,103500,"State servant","Civil marriage","House / apartment",4082,0,0,0,"Core staff",2,"1","Working",2,40.2984257357974
"M",0,0,0,135000,"Working","Civil marriage","House / apartment",1282,0,0,0,"Drivers",2,"0","Working",2,45.3497604380561
"M",0,1,0,135000,"Working","Married","House / apartment",1285,0,0,0,"Drivers",2,"0","Working",2,37.2320328542094
"F",0,0,1,189000,"Commercial associate","Married","Municipal apartment",1774,0,0,0,"High skill tech staff",3,"0","Working",2,32.7474332648871
"F",1,0,0,202500,"State servant","Married","House / apartment",1728,0,0,0,"Core staff",2,"0","Working",4,30.466803559206
"M",1,1,0,135000,"Commercial associate","Single / not married","House / apartment",1399,1,1,0,"Sales staff",1,"1","Working",2,26.1601642710472
"F",1,1,0,166500,"Commercial associate","Married","House / apartment",1788,0,0,0,"Laborers",2,"0","Working",2,60.6351813826146
"F",0,1,1,225000,"Working","Civil marriage","House / apartment",5204,0,0,0,"Laborers",3,"0","Working",1,43.006160164271
"F",0,0,0,135000,"Working","Married","House / apartment",2836,1,1,0,"Unknown",2,"1","Working",2,41.056810403833
"M",1,0,0,162000,"Working","Single / not married","House / apartment",1488,0,0,0,"Laborers",2,"0","Working",2,64.1478439425051
"F",0,1,1,67500,"Working","Single / not married","House / apartment",2473,1,1,0,"Cooking staff",2,"0","Working",2,34.7597535934292
"F",1,1,1,135000,"Working","Married","House / apartment",147,0,0,0,"Cooking staff",3,"0","Working",4,29.7713894592745
"F",0,0,0,292500,"Commercial associate","Separated","House / apartment",2626,0,0,0,"Accountants",1,"0","Working",4,39.3401779603012
"F",1,1,0,67500,"Working","Married","House / apartment",2934,0,0,0,"Unknown",2,"0","Working",2,45.45106091718
"F",1,1,0,108000,"Working","Civil marriage","House / apartment",1598,0,0,0,"Medicine staff",2,"0","Working",2,31.3182751540041
"F",0,1,0,247500,"Working","Married","House / apartment",5259,0,0,0,"Managers",2,"0","Working",2,39.7700205338809
"M",1,1,0,225000,"Working","Married","House / apartment",1417,0,0,0,"Unknown",2,"1","Working",4,29.1143052703628
"F",0,1,2,112500,"Commercial associate","Married","House / apartment",291,0,1,0,"Core staff",4,"0","Working",4,38.1273100616016
"M",1,1,0,99000,"Working","Married","House / apartment",1787,0,0,0,"Drivers",2,"0","Working",2,52.7364818617385
"F",0,1,0,112500,"Commercial associate","Civil marriage","House / apartment",3453,0,0,0,"Laborers",2,"0","Working",2,31.2772073921971
"F",0,1,0,202500,"Working","Married","House / apartment",1705,0,0,0,"Sales staff",2,"0","Working",4,56.2847364818617
"F",1,1,0,54000,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"0","Not_Working",2,57.4976043805613
"F",0,1,0,162000,"Pensioner","Widow","House / apartment",0,0,0,0,"Retired",1,"0","Not_Working",4,60.9828884325804
"F",0,1,0,202500,"Working","Married","House / apartment",2537,0,1,0,"Accountants",2,"0","Working",2,53.8754277891855
"M",1,0,2,225000,"Working","Single / not married","House / apartment",2628,1,0,0,"Managers",4,"1","Working",2,38.7022587268994
"M",1,0,1,180000,"Working","Married","House / apartment",1360,0,0,0,"Drivers",3,"0","Working",2,38.0616016427105
"F",1,0,0,135000,"Commercial associate","Married","House / apartment",890,1,0,0,"Sales staff",2,"0","Working",2,40.6762491444216
"M",1,1,1,180000,"Working","Married","House / apartment",2194,0,1,0,"Security staff",3,"1","Working",2,41.6591375770021
"F",1,0,0,90000,"Pensioner","Married","House / apartment",5165,1,1,0,"Medicine staff",2,"0","Working",2,43.6495550992471
"F",0,1,1,112500,"State servant","Married","House / apartment",685,0,0,0,"Accountants",3,"0","Working",4,25.6865160848734
"F",0,0,1,112500,"Working","Single / not married","House / apartment",4437,1,0,0,"Managers",2,"0","Working",2,35.0362765229295
"F",0,1,0,135000,"Working","Single / not married","House / apartment",6723,0,0,0,"Laborers",1,"0","Working",2,49.4072553045859
"F",1,1,0,112500,"State servant","Married","House / apartment",1755,0,0,0,"Medicine staff",2,"0","Working",2,41.284052019165
"F",1,0,0,675000,"Working","Married","House / apartment",1856,1,1,0,"Managers",2,"0","Working",4,49.3607118412047
"F",0,1,2,81000,"Working","Married","House / apartment",520,0,0,0,"High skill tech staff",4,"0","Working",4,28.4462696783025
"M",0,1,0,81000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,63.9698836413415
"F",1,0,0,112500,"Commercial associate","Separated","House / apartment",10454,1,1,0,"Medicine staff",1,"1","Working",2,48.2984257357974
"M",0,0,1,135000,"Commercial associate","Married","With parents",992,0,0,0,"Laborers",3,"0","Working",2,48.476386036961
"M",1,0,0,270000,"Working","Married","House / apartment",1108,1,0,0,"Drivers",2,"0","Working",2,37.7987679671458
"F",0,1,1,105750,"Working","Married","With parents",1386,0,0,0,"Cleaning staff",3,"0","Working",2,34.9158110882957
"F",0,0,0,270000,"Commercial associate","Single / not married","With parents",1198,1,0,0,"Sales staff",1,"0","Working",2,38.6995208761123
"F",1,0,0,112500,"Pensioner","Widow","House / apartment",0,0,0,0,"Retired",1,"0","Not_Working",2,60.6598220396988
"F",0,0,1,112500,"Working","Married","Rented apartment",1310,0,0,0,"Sales staff",3,"0","Working",2,43.8767967145791
"F",0,0,1,157500,"Working","Married","House / apartment",2869,0,1,0,"Sales staff",3,"0","Working",2,35.9041752224504
"F",1,1,0,225000,"Working","Married","House / apartment",3988,0,0,1,"Medicine staff",2,"0","Working",2,43.170431211499
"M",0,1,1,112500,"Working","Married","House / apartment",2806,0,0,0,"Managers",3,"0","Working",2,29.6098562628337
"M",1,1,0,148500,"Working","Married","House / apartment",276,0,0,0,"High skill tech staff",2,"0","Working",2,49.3853524982888
"F",1,1,1,81000,"State servant","Married","Municipal apartment",2200,0,0,0,"Core staff",3,"0","Working",2,37.6700889801506
"F",0,0,1,112500,"Commercial associate","Civil marriage","With parents",2705,1,0,0,"Core staff",3,"1","Working",4,35.7946611909651
"F",0,1,0,103500,"Commercial associate","Married","House / apartment",149,0,1,0,"Core staff",2,"0","Working",2,24.5366187542779
"M",0,1,0,72000,"Pensioner","Separated","House / apartment",0,0,1,1,"Retired",1,"0","Not_Working",2,63.4442162902122
"M",0,1,0,112500,"Working","Married","House / apartment",3806,1,0,0,"Laborers",2,"0","Working",2,38.5242984257358
"M",1,0,0,180000,"State servant","Married","House / apartment",7827,0,0,0,"Drivers",2,"0","Working",2,51.6769336071184
"F",0,1,0,157500,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,58.9075975359343
"F",0,1,0,202500,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,60.7200547570157
"F",0,1,0,180000,"Working","Married","House / apartment",1931,1,0,0,"Managers",2,"0","Working",2,40.0109514031485
"F",0,1,0,135000,"Working","Civil marriage","House / apartment",7260,0,1,0,"High skill tech staff",2,"0","Working",2,39.9260780287474
"F",0,1,1,135000,"Working","Civil marriage","House / apartment",7262,0,0,0,"Sales staff",3,"0","Working",2,40.2874743326489
"F",1,1,0,225000,"Commercial associate","Married","Rented apartment",535,1,0,0,"Core staff",2,"0","Working",4,47.8001368925394
"F",1,1,0,202500,"State servant","Married","Municipal apartment",795,1,1,0,"Laborers",2,"0","Working",3,37.9329226557153
"M",1,0,2,247500,"Working","Married","House / apartment",3779,0,1,0,"Unknown",4,"1","Working",2,37.4647501711157
"M",1,0,0,126000,"Working","Married","House / apartment",4423,0,0,0,"Unknown",2,"0","Working",2,57.8781656399726
"F",0,1,0,360000,"Working","Married","House / apartment",6375,0,0,0,"Unknown",2,"0","Working",2,54.0260095824778
"F",0,0,1,315000,"Working","Civil marriage","Rented apartment",1823,0,0,1,"Managers",3,"0","Working",2,45.8535249828884
"F",0,0,0,135000,"State servant","Married","House / apartment",2729,0,0,0,"Cooking staff",2,"0","Working",2,41.1581108829569
"F",0,1,2,180000,"Commercial associate","Married","House / apartment",207,0,0,0,"Sales staff",4,"0","Working",2,22.9158110882957
"M",1,1,2,157500,"Working","Married","House / apartment",2386,1,1,0,"Drivers",4,"0","Working",2,31.6358658453114
"F",0,0,0,126000,"Commercial associate","Married","House / apartment",2362,0,0,0,"Cooking staff",2,"0","Working",2,44.5530458590007
"F",0,0,0,90000,"Commercial associate","Married","House / apartment",811,0,1,0,"Managers",2,"0","Working",4,50.4887063655031
"F",1,1,0,225000,"Pensioner","Single / not married","House / apartment",0,0,1,0,"Retired",1,"0","Not_Working",4,64.9500342231348
"F",0,1,1,157500,"Working","Civil marriage","House / apartment",1809,0,0,0,"Laborers",3,"1","Working",2,41.429158110883
"F",1,0,0,90000,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"0","Not_Working",2,63.2689938398357
"F",1,1,0,283500,"Commercial associate","Single / not married","House / apartment",3715,1,1,0,"Sales staff",1,"0","Working",2,45.9575633127995
"M",0,1,2,81000,"Working","Married","House / apartment",3641,0,0,0,"Laborers",4,"0","Working",2,52.8432580424367
"M",0,0,0,135000,"Working","Married","House / apartment",5952,0,0,0,"Laborers",2,"0","Working",2,42.2231348391513
"F",0,1,0,144000,"Commercial associate","Married","House / apartment",5496,0,0,0,"High skill tech staff",2,"0","Working",2,36.870636550308
"M",1,1,1,135000,"Working","Separated","House / apartment",5943,1,0,0,"Unknown",2,"0","Working",4,39.1759069130732
"F",0,0,0,90000,"Working","Married","House / apartment",2078,1,1,0,"Core staff",2,"0","Working",2,42.798083504449
"F",0,0,1,103500,"Working","Civil marriage","House / apartment",1359,0,0,0,"Unknown",3,"0","Working",2,23.6221765913758
"M",0,0,0,202500,"Commercial associate","Single / not married","House / apartment",3186,0,1,1,"Laborers",1,"0","Working",3,45.8370978781656
"F",1,1,0,247500,"Working","Married","House / apartment",1881,0,0,0,"Sales staff",2,"1","Working",2,27.8028747433265
"F",0,0,0,112500,"Working","Single / not married","House / apartment",5852,0,0,0,"High skill tech staff",1,"0","Working",2,50.9185489390828
"F",0,0,0,90000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,58.9103353867214
"F",1,1,0,290250,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,55.6988364134155
"F",1,0,0,225000,"Commercial associate","Married","House / apartment",659,0,0,0,"Unknown",2,"0","Working",4,43.5865845311431
"M",1,1,0,337500,"Commercial associate","Married","House / apartment",834,0,0,0,"Core staff",2,"0","Working",4,48.7282683093771
"F",0,0,1,112500,"Commercial associate","Married","House / apartment",1058,0,0,0,"Laborers",3,"0","Working",2,40.435318275154
"M",0,1,0,157500,"Working","Civil marriage","House / apartment",1002,0,0,0,"Laborers",2,"0","Working",2,56.0164271047228
"F",0,1,0,225000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",4,53.8918548939083
"F",0,1,1,90000,"State servant","Married","House / apartment",6116,0,1,0,"Unknown",3,"0","Working",4,34.798083504449
"F",0,1,0,90000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,57.8781656399726
"F",0,1,0,90000,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"0","Not_Working",4,61.015742642026
"M",0,1,2,135000,"Working","Married","House / apartment",361,0,0,1,"Unknown",4,"0","Working",2,28.498288843258
"M",1,1,1,135000,"Pensioner","Widow","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",1,52.662559890486
"F",0,0,0,175500,"Working","Married","House / apartment",10993,1,0,0,"Unknown",2,"1","Working",2,51.6577686516085
"F",0,1,1,166500,"Commercial associate","Separated","House / apartment",867,0,0,0,"Waiters/barmen staff",2,"0","Working",2,36.6598220396988
"F",0,0,0,180000,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"0","Not_Working",2,55.2689938398357
"M",1,1,0,135000,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"1","Not_Working",2,64.7008898015058
"M",1,1,0,135000,"Commercial associate","Married","Office apartment",1219,0,0,0,"Drivers",2,"0","Working",2,51.1594798083504
"M",0,1,0,166500,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,60.5612594113621
"F",0,1,0,112500,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"0","Not_Working",2,55.0006844626968
"M",1,0,0,360000,"Commercial associate","Married","House / apartment",5196,0,0,0,"Laborers",2,"0","Working",2,40.5859000684463
"F",0,0,0,72000,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"0","Not_Working",2,61.2402464065708
"F",0,0,0,94500,"State servant","Married","House / apartment",5621,1,0,0,"Drivers",2,"0","Working",4,39.1019849418207
"M",1,1,2,225000,"Commercial associate","Civil marriage","House / apartment",3861,0,0,0,"Secretaries",4,"1","Working",2,46.1957563312799
"M",1,1,1,180000,"Commercial associate","Married","House / apartment",1856,0,0,0,"Low-skill Laborers",3,"0","Working",2,26.5434633812457
"F",0,0,0,112500,"Working","Married","Municipal apartment",1198,0,0,0,"Waiters/barmen staff",2,"1","Working",2,30.6365503080082
"M",1,1,0,112500,"Working","Married","House / apartment",705,1,0,0,"Drivers",2,"0","Working",2,33.3114305270363
"M",1,1,1,180000,"Working","Married","House / apartment",781,0,0,1,"Laborers",3,"0","Working",2,30.6721423682409
"F",1,0,0,202500,"Commercial associate","Married","House / apartment",625,0,0,0,"Sales staff",2,"0","Working",2,38.8966461327858
"M",0,1,2,54000,"Working","Married","House / apartment",5261,1,0,0,"Drivers",4,"0","Working",2,34.1984941820671
"M",1,1,0,202500,"Working","Married","House / apartment",525,0,1,0,"Drivers",2,"1","Working",2,41.7440109514031
"M",0,1,1,247500,"State servant","Married","House / apartment",3383,0,0,1,"Core staff",3,"1","Working",2,29.8069815195072
"M",0,1,0,180000,"Commercial associate","Married","House / apartment",2424,0,0,0,"Sales staff",2,"0","Working",2,27.8247775496235
"F",0,1,0,157500,"Commercial associate","Married","House / apartment",3154,0,0,0,"Sales staff",2,"0","Working",2,55.2854209445585
"M",0,1,0,135000,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"0","Not_Working",2,63.3593429158111
"M",1,1,0,135000,"Working","Married","House / apartment",2915,0,1,0,"Drivers",2,"0","Working",2,48.4654346338125
"F",0,1,0,450000,"State servant","Married","House / apartment",3859,0,1,0,"Managers",2,"0","Working",2,46.4312114989733
"F",0,0,0,252000,"Pensioner","Civil marriage","House / apartment",0,0,0,0,"Retired",2,"1","Not_Working",2,57.7686516084873
"M",1,0,0,135000,"Commercial associate","Married","Rented apartment",565,0,0,0,"Managers",2,"0","Working",2,32.3750855578371
"F",0,0,1,171000,"Commercial associate","Single / not married","House / apartment",62,0,0,0,"Unknown",2,"1","Working",2,40.1204654346338
"M",1,1,1,135000,"Working","Married","House / apartment",863,0,0,0,"Drivers",3,"0","Working",2,35.4715947980835
"F",0,0,0,67500,"Working","Married","House / apartment",7703,0,0,0,"Unknown",2,"0","Working",1,53.2867898699521
"F",0,1,1,90000,"Working","Married","House / apartment",1197,0,0,0,"Core staff",3,"0","Working",2,41.2922655715264
"F",1,1,1,225000,"Working","Married","House / apartment",86,0,0,1,"Unknown",3,"0","Working",4,26.8692676249144
"F",1,0,0,180000,"Commercial associate","Married","House / apartment",2224,0,0,0,"Unknown",2,"0","Working",4,30.4312114989733
"F",0,1,0,292500,"Working","Married","House / apartment",9258,0,0,0,"High skill tech staff",2,"0","Working",4,51.3730321697468
"M",1,0,1,157500,"Working","Married","House / apartment",4627,0,1,1,"Laborers",3,"0","Working",2,42.3463381245722
"F",0,0,0,202500,"Working","Married","House / apartment",9957,0,1,0,"Unknown",2,"0","Working",2,50.7214236824093
"M",0,1,0,157500,"Commercial associate","Single / not married","House / apartment",2252,1,1,0,"Laborers",1,"0","Working",3,46.1820670773443
"F",1,1,0,202500,"Working","Single / not married","House / apartment",2194,0,0,0,"Sales staff",1,"0","Working",4,28.5913757700205
"F",1,1,0,292500,"Commercial associate","Married","House / apartment",6001,1,1,0,"High skill tech staff",2,"0","Working",4,57.3223819301848
"F",1,0,0,162000,"Commercial associate","Married","House / apartment",442,1,1,0,"Laborers",2,"0","Working",2,51.2224503764545
"M",1,1,1,157500,"Commercial associate","Married","House / apartment",635,0,0,0,"Managers",3,"0","Working",2,36.2655715263518
"F",0,0,0,225000,"Working","Separated","House / apartment",4809,0,1,0,"Unknown",1,"0","Working",2,43.1594798083504
"M",1,0,1,135000,"Working","Separated","House / apartment",5605,0,0,0,"Drivers",2,"0","Working",2,40.5667351129363
"F",0,1,0,144000,"State servant","Single / not married","House / apartment",9015,0,0,0,"Core staff",1,"0","Working",2,59.6550308008214
"M",0,1,0,270000,"Working","Separated","House / apartment",1698,0,0,1,"High skill tech staff",1,"0","Working",4,47.8631074606434
"F",1,0,0,175500,"Commercial associate","Civil marriage","House / apartment",1144,1,0,1,"Laborers",2,"0","Working",4,35.2197125256674
"F",0,0,0,171000,"Working","Single / not married","House / apartment",2594,1,1,0,"High skill tech staff",1,"0","Working",2,54.4010951403149
"F",0,0,0,36000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,61.6509240246407
"M",1,0,1,180000,"State servant","Married","House / apartment",4343,0,0,1,"Laborers",3,"0","Working",2,45.700205338809
"M",1,1,0,292500,"Working","Married","House / apartment",3403,0,0,0,"Drivers",2,"1","Working",4,52.2245037645448
"F",0,1,1,126000,"Working","Married","House / apartment",725,0,0,0,"Cooking staff",3,"1","Working",2,32.3477070499658
"F",0,1,0,112500,"Working","Married","House / apartment",236,1,0,0,"Cleaning staff",2,"0","Working",2,40.6872005475702
"M",1,0,2,270000,"Commercial associate","Married","House / apartment",2050,0,0,1,"Managers",4,"0","Working",4,35.5345653661875
"F",0,1,0,135000,"Pensioner","Widow","House / apartment",0,0,1,0,"Retired",1,"0","Not_Working",2,64.331279945243
"M",1,1,0,225000,"Working","Civil marriage","House / apartment",897,1,0,0,"Laborers",2,"0","Working",2,29.3251197809719
"M",1,1,0,450000,"Commercial associate","Married","House / apartment",1798,0,0,1,"Drivers",2,"0","Working",2,42.2751540041068
"M",1,1,1,270000,"Commercial associate","Married","House / apartment",2055,0,0,1,"Managers",3,"1","Working",4,43.5564681724846
"M",0,1,0,81000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,61.5852156057495
"M",1,0,1,144000,"Working","Married","House / apartment",986,1,0,0,"Drivers",3,"0","Working",2,32.7693360711841
"M",1,1,0,315000,"Working","Single / not married","House / apartment",2159,0,0,0,"Laborers",1,"0","Working",2,27.7180013689254
"F",0,0,0,72000,"Working","Separated","House / apartment",790,0,0,0,"Waiters/barmen staff",1,"0","Working",4,36.643394934976
"F",0,0,3,76500,"Working","Married","House / apartment",3585,1,0,0,"Unknown",5,"0","Working",2,32.6023271731691
"M",1,1,0,180000,"Working","Married","House / apartment",785,0,1,0,"Managers",2,"0","Working",4,51.8220396988364
"F",1,1,0,90000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,64.5639972621492
"F",0,0,0,157500,"Working","Married","House / apartment",6565,0,0,1,"Medicine staff",2,"0","Working",2,39.3401779603012
"M",1,1,2,112500,"Working","Married","House / apartment",4139,0,1,0,"Laborers",4,"0","Working",2,46.2614647501711
"F",1,1,2,112500,"Working","Civil marriage","House / apartment",3245,0,0,0,"Laborers",4,"1","Working",2,39.4250513347023
"F",0,1,0,202500,"Pensioner","Married","Municipal apartment",0,0,0,0,"Retired",2,"0","Not_Working",4,53.1088295687885
"F",0,1,1,225000,"Working","Married","House / apartment",7004,0,0,0,"Core staff",3,"0","Working",4,42.4394250513347
"M",0,0,1,180000,"Working","Civil marriage","House / apartment",820,0,1,0,"Unknown",3,"1","Working",2,34.3764544832307
"M",0,1,1,225000,"Working","Married","House / apartment",1286,0,0,0,"Laborers",3,"0","Working",2,45.1498973305955
"M",1,1,2,315000,"Commercial associate","Married","House / apartment",3078,0,0,0,"Secretaries",4,"0","Working",2,33.7987679671458
"M",0,1,0,77719.5,"Pensioner","Single / not married","House / apartment",0,0,0,0,"Retired",1,"0","Not_Working",2,56.7145790554415
"F",0,1,0,99000,"Working","Widow","House / apartment",2441,0,0,0,"Cleaning staff",1,"0","Working",2,45.7467488021903
"M",1,0,0,315000,"Working","Civil marriage","House / apartment",3024,0,0,0,"Drivers",2,"0","Working",2,45.3251197809719
"M",1,1,0,112500,"Working","Married","House / apartment",4014,0,0,0,"Unknown",2,"1","Working",3,36.9691991786448
"F",0,1,0,135000,"Pensioner","Widow","House / apartment",0,0,0,0,"Retired",1,"1","Not_Working",2,66.362765229295
"F",0,1,2,225000,"Commercial associate","Civil marriage","House / apartment",882,0,0,0,"Accountants",4,"0","Working",4,29.7713894592745
"M",1,1,1,247500,"Working","Married","House / apartment",1326,0,1,0,"Drivers",3,"0","Working",2,36.7200547570157
"F",1,1,0,99000,"Working","Married","House / apartment",2781,0,0,0,"Sales staff",2,"0","Working",2,42.6776180698152
"M",1,1,0,315000,"Working","Married","House / apartment",508,0,0,0,"Drivers",2,"0","Working",2,44.7830253251198
"F",0,1,0,112500,"Working","Single / not married","House / apartment",3223,0,0,0,"Accountants",1,"0","Working",4,59.1348391512663
"F",0,0,2,215325,"Commercial associate","Married","House / apartment",1034,1,0,0,"Managers",4,"0","Working",3,34.2313483915127
"F",0,0,0,180000,"Working","Married","House / apartment",1460,1,0,0,"Core staff",2,"1","Working",2,50.694045174538
"M",1,1,2,135000,"Working","Married","House / apartment",5153,0,0,0,"Laborers",4,"0","Working",2,34.5242984257358
"F",0,1,0,146250,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,56.6543463381246
"F",1,1,0,135000,"Working","Married","House / apartment",794,0,0,0,"Core staff",2,"0","Working",4,27.8631074606434
"F",0,0,0,225000,"Pensioner","Widow","House / apartment",0,0,0,0,"Retired",1,"0","Not_Working",2,52.8815879534565
"M",0,0,0,180000,"Working","Married","House / apartment",4391,1,0,0,"Low-skill Laborers",2,"0","Working",2,59.7207392197125
"F",0,0,0,202500,"Working","Married","Municipal apartment",10689,1,0,0,"Security staff",2,"0","Working",4,48.7939767282683
"F",0,0,0,112500,"Pensioner","Married","Office apartment",0,0,1,0,"Retired",2,"0","Not_Working",2,55.2087611225188
"F",0,1,1,270000,"Commercial associate","Married","House / apartment",686,0,1,1,"Waiters/barmen staff",3,"0","Working",2,39.2169746748802
"F",0,1,0,180000,"Working","Married","House / apartment",1124,1,1,1,"Unknown",2,"0","Working",2,48.186173853525
"M",1,1,0,337500,"Working","Single / not married","House / apartment",1086,0,1,0,"Unknown",1,"0","Working",3,31.1129363449692
"F",0,0,0,270000,"Working","Married","House / apartment",783,1,1,0,"Laborers",2,"0","Working",4,54.2943189596167
"F",0,1,0,135000,"Pensioner","Single / not married","House / apartment",0,0,0,0,"Retired",1,"0","Not_Working",2,60.5229295003422
"M",0,1,1,90000,"Working","Married","House / apartment",2887,0,0,0,"Core staff",3,"1","Working",2,48.6872005475702
"F",0,1,1,360000,"Commercial associate","Married","House / apartment",1177,0,0,1,"Managers",3,"1","Working",4,54.135523613963
"M",1,0,1,225000,"State servant","Married","House / apartment",3601,0,0,0,"Security staff",3,"0","Working",3,28.6707734428474
"F",0,1,1,135000,"Working","Single / not married","House / apartment",3137,0,0,0,"Unknown",2,"0","Working",2,45.4702258726899
"F",0,0,3,112500,"Working","Married","House / apartment",762,0,0,0,"Sales staff",5,"0","Working",2,35.1101984941821
"F",0,1,0,216000,"Working","Separated","House / apartment",4596,0,0,0,"Cooking staff",1,"0","Working",2,47.2854209445585
"F",0,1,1,157500,"Working","Married","House / apartment",1775,0,1,0,"Cleaning staff",3,"0","Working",2,47.7809719370294
"F",0,1,0,135000,"Commercial associate","Single / not married","House / apartment",3627,0,0,0,"Cleaning staff",1,"0","Working",4,44.0109514031485
"F",0,1,0,225000,"Commercial associate","Married","House / apartment",2403,0,0,0,"Laborers",2,"0","Working",2,44.539356605065
"M",0,0,1,225000,"State servant","Married","House / apartment",3508,0,0,0,"Managers",3,"1","Working",2,53.1526351813826
"M",1,1,1,270000,"Commercial associate","Married","House / apartment",1458,0,0,0,"Drivers",3,"0","Working",2,46.6091718001369
"M",0,1,0,202500,"Working","Married","House / apartment",1481,0,0,0,"Drivers",2,"0","Working",2,43.4250513347023
"M",1,1,0,247500,"Working","Married","House / apartment",1881,0,1,0,"Laborers",2,"0","Working",2,46.9267624914442
"F",0,0,1,225000,"State servant","Single / not married","House / apartment",2147,1,1,1,"Unknown",2,"0","Working",4,32.5968514715948
"F",1,1,0,292500,"Working","Married","House / apartment",3687,0,0,0,"Core staff",2,"0","Working",4,35.9260780287474
"M",1,1,1,270000,"Working","Married","House / apartment",1185,0,0,0,"Managers",3,"0","Working",4,30.1273100616016
"F",1,1,0,450000,"State servant","Married","House / apartment",221,0,1,0,"Unknown",2,"0","Working",4,62.6666666666667
"F",0,0,1,405000,"Working","Married","With parents",2593,1,0,0,"Managers",3,"0","Working",4,48.6078028747433
"F",0,1,0,135000,"Pensioner","Married","House / apartment",0,0,0,0,"Retired",2,"0","Not_Working",2,62.425735797399
"F",0,1,3,126000,"Working","Married","House / apartment",687,0,0,0,"Core staff",5,"0","Working",2,31.1156741957563
"F",1,0,0,225000,"Working","Married","House / apartment",4280,0,0,0,"Laborers",2,"0","Working",2,43.5838466803559
"M",0,1,0,225000,"Commercial associate","Single / not married","House / apartment",2317,0,0,0,"Laborers",1,"1","Working",4,46.2422997946612
"M",0,1,1,270000,"Commercial associate","Married","House / apartment",1543,0,0,0,"Unknown",3,"0","Working",2,41.6618754277892
"F",0,1,2,180000,"Working","Married","House / apartment",178,0,0,0,"Cleaning staff",4,"0","Working",2,40.4517453798768
"M",1,1,0,157500,"Working","Married","House / apartment",136,0,0,0,"Laborers",2,"0","Working",2,43.9835728952772
"F",0,1,0,112500,"Working","Married","House / apartment",4314,0,1,0,"Laborers",2,"0","Working",2,30.5626283367556
"M",1,1,0,270000,"Working","Married","House / apartment",337,0,0,0,"Drivers",2,"0","Working",4,31.1238877481177
"M",0,1,0,157500,"Pensioner","Married","House / apartment",0,0,1,0,"Retired",2,"0","Not_Working",2,52.4106776180698
"M",1,1,0,315000,"Working","Single / not married","With parents",947,0,0,0,"Managers",1,"0","Working",4,27.7152635181383
"F",0,1,0,443700,"Commercial associate","Single / not married","House / apartment",2980,0,1,1,"Sales staff",1,"0","Working",2,37.8891170431211
"M",1,1,0,225000,"Working","Civil marriage","House / apartment",627,1,1,0,"Drivers",2,"1","Working",4,27.0609171800137
"F",1,1,0,135000,"Working","Married","Municipal apartment",834,0,0,1,"Sales staff",2,"0","Working",2,30.3682409308693
"F",0,0,2,76500,"Working","Married","House / apartment",126,0,0,0,"Sales staff",4,"0","Working",2,32.8843258042437
"F",0,1,0,180000,"Working","Separated","House / apartment",1978,1,1,0,"Laborers",1,"0","Working",2,27.1129363449692
"F",0,0,0,112500,"Working","Married","House / apartment",7823,1,0,0,"Unknown",2,"0","Working",2,47.7399041752224
